Clave,Longitud,Latitud,Altura,Nombre,Virtual,Region,comid
E000000294,-79.275003310000002,-1.224968170000000,200,,,SIERRA,670050567
E000000295,-78.725003310000005,-1.224968170000000,3323,,,SIERRA,620644316
E000000296,-78.625003309999997,-1.224968170000000,2553,,,SIERRA,620927772
E000000297,-77.425003309999994,-1.224968170000000,481,,,AMAZONIA,620934652
E000000298,-76.775003310000002,-1.224968170000000,311,,,AMAZONIA,620875484
E000000299,-76.375003309999997,-1.224968170000000,240,,,AMAZONIA,620850714
E000000300,-76.025003310000002,-1.224968170000000,236,,,AMAZONIA,620547996
E000000301,-80.825003310000000,-1.174968170000000,80,,,COSTA,670056709
E0000M0448,-80.624166669999994,-1.152777778000000,235,LA LAGUNA,,COSTA,670007555
E0000M0470,-79.494166669999998,-1.176944444000000,58,MOCACHE,,COSTA,670061828
E000000304,-77.875003309999997,-1.174968170000000,490,,V,AMAZONIA,620915385
E0000M0450,-80.777222219999999,-1.129444444000000,197,CAMARONES-MANABI,,COSTA,670055683
E000000306,-80.175003309999994,-1.124968170000000,369,,,COSTA,670044418
E000000307,-79.475003310000005,-1.124968170000000,58,,V,COSTA,670081281
E0000M0123,-79.081900000000005,-1.135100000000000,1471,EL CORAZON,,SIERRA,670079235
E000000309,-78.925003309999994,-1.124968170000000,2814,,,SIERRA,670039298
E0000M0453,-80.688888890000001,-1.054166667000000,226,CHORRILLOS,,COSTA,670065921
E0000M0454,-80.292500000000004,-1.054444444000000,118,RIO CHICO EN ALAJUELA,,COSTA,670052608
E000000312,-80.225003310000005,-1.074968170000000,385,,,COSTA,670048512
E000000313,-79.475003310000005,-1.074968170000000,72,,,COSTA,670075133
E000000314,-78.725003310000005,-1.074968170000000,3409,,V,SIERRA,620637428
E000000315,-78.475003310000005,-1.074968170000000,3173,,,SIERRA,620831442
E000000316,-78.225003310000005,-1.074968170000000,2765,,,AMAZONIA,620703476
E0000M0005,-80.459599999999995,-1.037600000000000,46,PORTOVIEJO-UTM,,COSTA,670062848
E0000M0464,-80.232777780000006,-1.036666667000000,128,RIO CHAMOTETE-JESUS MARIA,,COSTA,670047487
E000000319,-79.475003310000005,-1.024968170000000,70,,,COSTA,670075133
E000000320,-78.725003310000005,-1.024968170000000,3493,,,SIERRA,620704850
E0000M0004,-78.594600000000000,-1.020000000000000,2685,RUMIPAMBA-SALCEDO,,SIERRA,620889232
E000000322,-78.425003309999994,-1.024968170000000,3788,,,SIERRA,620798418
E000000323,-77.425003309999994,-1.024968170000000,407,,,AMAZONIA,620572751
E000000324,-80.725003310000005,-0.974968170000000,37,,,COSTA,670057725
E000000325,-80.675003309999994,-0.974968170000000,24,,,COSTA,670057725
E000000326,-79.275003310000002,-0.974968170000000,177,,,SIERRA,670053628
E000000327,-79.225003310000005,-0.974968170000000,396,,,SIERRA,670074109
E000000328,-76.225003310000005,-0.974968170000000,201,,,AMAZONIA,620036110
E000000329,-80.425003309999994,-0.724968170000000,227,,V,COSTA,670056690
E0000M0462,-80.208888889999997,-0.928333333000000,20,JUNIN,,COSTA,670049531
E000000331,-80.175003309999994,-0.924968170000000,334,,,COSTA,670061818
E000000332,-79.775003310000002,-0.924968170000000,91,,,COSTA,670042364
E000000333,-79.225003310000005,-0.924968170000000,236,,V,SIERRA,670065915
E000000334,-78.975003310000005,-0.924968170000000,3765,,V,SIERRA,670074108
E000000335,-78.775003310000002,-0.924968170000000,4055,,,SIERRA,620505325
E000000336,-78.625003309999997,-0.924968170000000,2762,,V,SIERRA,620934634
E000000337,-78.525003310000002,-0.924968170000000,3496,,,SIERRA,620549355
E000000338,-78.475003310000005,-0.924968170000000,3745,,,SIERRA,620549355
E000000339,-77.825003310000000,-0.924968170000000,586,,V,AMAZONIA,620831435
E000000340,-77.375003309999997,-0.924968170000000,315,,V,AMAZONIA,620550731
E000000341,-75.425003309999994,-0.924968170000000,200,,,AMAZONIA,620715851
E000000342,-75.375003309999997,-0.924968170000000,183,,V,AMAZONIA,621037832
E000000343,-80.275003310000002,-0.874968170000000,87,,,COSTA,670067960
E000000344,-80.075003310000000,-0.874968170000000,185,,,COSTA,670082298
E000000345,-79.475003310000005,-0.874968170000000,93,,,COSTA,670085369
E000000346,-79.075003310000000,-0.874968170000000,1445,,,SIERRA,670078202
E000000347,-76.025003310000002,-0.874968170000000,220,,,AMAZONIA,620889223
E000000348,-80.075003310000000,-0.824968170000000,76,,,COSTA,670078199
E000000349,-79.275003310000002,-0.824968170000000,172,,,COSTA,670070007
E000000350,-78.875003309999997,-0.824968170000000,3011,,,SIERRA,670082296
E0000M0375,-78.663499999999999,-0.834722222000000,2892,SAQUISILI,,SIERRA,620841059
E000000352,-78.275003310000002,-0.824968170000000,3534,,,AMAZONIA,620626407
E000000353,-77.875003309999997,-0.824968170000000,1267,,V,AMAZONIA,620025094
E000000354,-77.025003310000002,-0.824968170000000,347,,,AMAZONIA,620857575
E000000355,-76.825003310000000,-0.824968170000000,328,,,AMAZONIA,621021317
E000000356,-78.725003310000005,-0.774968170000000,3457,,,SIERRA,620576867
E000000357,-77.125003309999997,-0.774968170000000,355,,,AMAZONIA,620543844
E000000358,-76.775003310000002,-0.774968170000000,313,,,AMAZONIA,620897474
E000000359,-75.625003309999997,-0.774968170000000,175,,,AMAZONIA,620740611
E000000360,-79.975003310000005,-0.724968170000000,157,,,COSTA,670067956
E000000361,-79.325003310000000,-0.724968170000000,196,,,COSTA,670074100
E000000362,-79.125003309999997,-0.724968170000000,634,,,SIERRA,670076148
E000000363,-78.625003309999997,-0.724968170000000,3109,,V,SIERRA,620741986
E000000364,-78.425003309999994,-0.724968170000000,4125,,,SIERRA,620655299
E000000365,-78.225003310000005,-0.724968170000000,3824,,,AMAZONIA,620791519
E000000366,-77.125003309999997,-0.724968170000000,270,,,AMAZONIA,620992417
E000000367,-76.825003310000000,-0.724968170000000,284,,,AMAZONIA,620967650
E000000368,-76.775003310000002,-0.724968170000000,252,,,AMAZONIA,620940129
E000000369,-76.725003310000005,-0.724968170000000,252,,,AMAZONIA,620898850
E000000370,-76.675003309999994,-0.724968170000000,334,,,AMAZONIA,620673182
E0000M0162,-80.036500000000004,-0.664138889000000,36,CHONE-U.CATOLICA,,COSTA,670062833
E000000372,-79.975003310000005,-0.674968170000000,228,,,COSTA,670061809
E000000373,-79.425003309999994,-0.674968170000000,102,,,COSTA,670093554
E000000374,-78.875003309999997,-0.674968170000000,2545,,V,SIERRA,670108915
E000000375,-78.725003310000005,-0.674968170000000,4246,,V,SIERRA,670071027
E000000376,-77.825003310000000,-0.674968170000000,1431,,,AMAZONIA,620626399
E000000377,-76.825003310000000,-0.674968170000000,285,,,AMAZONIA,620845182
E000000378,-76.725003310000005,-0.674968170000000,313,,,AMAZONIA,620977280
E000000379,-76.425003309999994,-0.674968170000000,241,,,AMAZONIA,620858942
E000000380,-76.875003309999997,-0.624968170000000,317,,,AMAZONIA,620031962
E000000381,-79.225003310000005,-0.574968170000000,361,,,SIERRA,670062830
E000000382,-78.425003309999994,-0.574968170000000,3659,,V,SIERRA,670075119
E000000383,-80.275003310000002,-0.524968170000000,128,,,COSTA,670064876
E000000384,-80.075003310000000,-0.524968170000000,96,,,COSTA,670048493
E000000385,-79.475003310000005,-0.524968170000000,168,,,COSTA,670091498
E000000386,-79.125003309999997,-0.524968170000000,786,,,SIERRA,670086381
E000000387,-78.975003310000005,-0.524968170000000,2467,,,SIERRA,670062827
E000000388,-78.575003310000000,-0.524968170000000,2986,,,SIERRA,670068972
E000000389,-78.225003310000005,-0.524968170000000,3980,,V,AMAZONIA,620525941
E000000390,-77.025003310000002,-0.524968170000000,288,,,AMAZONIA,621010295
E000000391,-76.125003309999997,-0.524968170000000,209,,,AMAZONIA,620758487
E000000392,-75.675003309999994,-0.524968170000000,200,,,AMAZONIA,620860310
E0000M0026,-79.348900000000000,-0.492800000000000,319,PUERTO ILA,,SIERRA,670085353
E000000394,-78.775003310000002,-0.474968170000000,2120,,,SIERRA,670078186
E000000395,-78.575003310000000,-0.474968170000000,2850,,,SIERRA,670069994
E000000396,-78.525003310000002,-0.474968170000000,3286,,,SIERRA,670069995
E000000397,-78.375003309999997,-0.474968170000000,3448,,,SIERRA,670067945
E000000398,-77.925003309999994,-0.474968170000000,2112,,,AMAZONIA,620834161
E000000399,-77.525003310000002,-0.474968170000000,1603,,V,AMAZONIA,620596117
E000000400,-77.075003310000000,-0.474968170000000,298,,,AMAZONIA,620946993
E000000401,-77.025003310000002,-0.474968170000000,255,,,AMAZONIA,620666291
E000000402,-76.975003310000005,-0.474968170000000,249,,V,AMAZONIA,620930483
E000000403,-76.875003309999997,-0.474968170000000,275,,,AMAZONIA,620960754
E000000404,-80.425003309999994,-0.424968170000000,93,,,COSTA,670077160
E000000405,-79.925003309999994,-0.424968170000000,160,,,COSTA,670059752
E000000405,-79.925003309999994,-0.424968170000000,160,,,COSTA,670051560
E000000406,-78.975003310000005,-0.424968170000000,1611,,V,SIERRA,670072042
E000000407,-78.775003310000002,-0.424968170000000,1951,,,SIERRA,670059753
E000000408,-78.475003310000005,-0.424968170000000,3252,,,SIERRA,670066919
E000000409,-78.425003309999994,-0.424968170000000,2925,,V,SIERRA,670091493
E000000410,-77.875003309999997,-0.424968170000000,2040,,,AMAZONIA,620876818
E000000411,-77.075003310000000,-0.424968170000000,267,,,AMAZONIA,620797008
E000000412,-76.975003310000005,-0.424968170000000,247,,,AMAZONIA,620586480
E000000413,-76.775003310000002,-0.424968170000000,235,,,AMAZONIA,620865808
E000000414,-76.625003309999997,-0.424968170000000,240,,,AMAZONIA,620940111
E000000415,-76.575003310000000,-0.424968170000000,235,,,AMAZONIA,620980017
E000000416,-76.525003310000002,-0.424968170000000,241,,,AMAZONIA,621073584
E000000417,-79.325003310000000,-0.374968170000000,288,,,SIERRA,670062823
E000000418,-79.125003309999997,-0.374968170000000,776,,,SIERRA,670040295
E000000419,-78.775003310000002,-0.374968170000000,1823,,,SIERRA,670071015
E0000M0003,-78.555000000000007,-0.365833000000000,3058,IZOBAMBA,,SIERRA,670056680
E0000M0113,-78.530833329999993,-0.397222222000000,2740,UYUMBICHO,,SIERRA,670056680
E000000422,-78.425003309999994,-0.374968170000000,2721,,,SIERRA,670091493
E000000423,-78.125003309999997,-0.374968170000000,3141,,V,AMAZONIA,620670414
E0000M0490,-77.819999999999993,-0.385000000000000,1615,SARDINAS,,AMAZONIA,620640142
E000000425,-77.025003310000002,-0.374968170000000,265,,,AMAZONIA,620557584
E000000426,-76.825003310000000,-0.374968170000000,254,,,AMAZONIA,620714445
E000000427,-76.775003310000002,-0.374968170000000,250,,,AMAZONIA,620598860
E000000428,-76.725003310000005,-0.374968170000000,277,,,AMAZONIA,620631888
E000000429,-76.625003309999997,-0.374968170000000,249,,,AMAZONIA,620583727
E000000430,-76.525003310000002,-0.374968170000000,260,,,AMAZONIA,620575470
E000000431,-76.425003309999994,-0.374968170000000,223,,,AMAZONIA,620576846
E000000432,-80.075003310000000,-0.324968170000000,276,,,COSTA,670103781
E000000433,-79.425003309999994,-0.324968170000000,240,,V,COSTA,670058726
E000000434,-79.025003310000002,-0.324968170000000,853,,,SIERRA,670090469
E000000435,-78.425003309999994,-0.324968170000000,2510,,V,SIERRA,670092519
E000000436,-78.275003310000002,-0.324968170000000,3766,,V,SIERRA,670083301
E000000437,-78.125003309999997,-0.324968170000000,3938,,,AMAZONIA,620530058
E000000438,-77.825003310000000,-0.324968170000000,1650,,,AMAZONIA,620874058
E000000439,-77.375003309999997,-0.324968170000000,484,,,AMAZONIA,620740587
E000000440,-77.025003310000002,-0.324968170000000,272,,,AMAZONIA,620948357
E000000441,-76.875003309999997,-0.324968170000000,264,,,AMAZONIA,620594728
E000000442,-76.725003310000005,-0.324968170000000,293,,,AMAZONIA,620869930
E000000443,-76.675003309999994,-0.324968170000000,272,,,AMAZONIA,620620875
E000000444,-80.325003310000000,-0.274968170000000,73,,,COSTA,670094564
E000000445,-80.225003310000005,-0.274968170000000,214,,,COSTA,670087395
E000000446,-79.475003310000005,-0.274968170000000,229,,V,COSTA,670088418
E000000447,-78.475003310000005,-0.274968170000000,2559,,,SIERRA,670064867
E000000448,-78.425003309999994,-0.274968170000000,2903,,,SIERRA,670076132
E000000449,-78.275003310000002,-0.274968170000000,3488,,,SIERRA,670076131
E000000450,-77.925003309999994,-0.274968170000000,3222,,V,AMAZONIA,620865799
E000000451,-76.575003310000000,-0.274968170000000,257,,,AMAZONIA,620565833
E000000452,-79.875003309999997,-0.224968170000000,225,,,COSTA,670077153
E000000453,-79.225003310000005,-0.224968170000000,467,,V,SIERRA,670064865
E000000454,-78.775003310000002,-0.224968170000000,1781,,V,SIERRA,670087394
E000000455,-78.625003309999997,-0.224968170000000,3089,,V,SIERRA,670077154
E000000456,-78.575003310000000,-0.224968170000000,3270,,V,SIERRA,670066914
E000000457,-78.525003310000002,-0.224968170000000,2927,,V,SIERRA,670093538
E0000M0002,-78.370400000000004,-0.231800000000000,2480,LA TOLA,,SIERRA,670097634
E000000459,-78.075003310000000,-0.224968170000000,3333,,,AMAZONIA,620618117
E000000460,-76.675003309999994,-0.224968170000000,256,,,AMAZONIA,620596102
E000000461,-76.325003310000000,-0.224968170000000,254,,,AMAZONIA,620601605
E000000462,-80.175003309999994,-0.174968170000000,72,,,COSTA,670007519
E000000463,-79.675003309999994,-0.174968170000000,162,,,COSTA,670061792
E000000464,-79.475003310000005,-0.174968170000000,226,,,COSTA,670074079
E000000465,-78.975003310000005,-0.174968170000000,684,,,SIERRA,670071008
E000000466,-78.525003310000002,-0.174968170000000,3324,,V,SIERRA,670059744
E0000M0024,-78.487700000000004,-0.178300000000000,2789,QUITO INAMHI-I�AQUITO,,SIERRA,670059744
E000000468,-78.425003309999994,-0.174968170000000,2369,,,SIERRA,670078176
E000000469,-78.325003310000000,-0.174968170000000,2538,,V,SIERRA,670053599
E000000470,-77.875003309999997,-0.174968170000000,3511,,,AMAZONIA,620005795
E000000471,-77.125003309999997,-0.174968170000000,375,,,AMAZONIA,620539685
E000000472,-76.925003309999994,-0.174968170000000,301,,,AMAZONIA,620746081
E000000473,-76.825003310000000,-0.174968170000000,274,,,AMAZONIA,620031937
E000000474,-76.725003310000005,-0.174968170000000,256,,,AMAZONIA,620030564
E000000475,-76.675003309999994,-0.174968170000000,286,,,AMAZONIA,620602977
E000000476,-76.625003309999997,-0.174968170000000,247,,,AMAZONIA,620026435
E000000477,-76.375003309999997,-0.174968170000000,245,,,AMAZONIA,620655266
E000000478,-76.275003310000002,-0.174968170000000,231,,,AMAZONIA,620554818
E000000479,-76.225003310000005,-0.174968170000000,227,,,AMAZONIA,620554818
E000000480,-76.025003310000002,-0.174968170000000,237,,,AMAZONIA,620842402
E000000481,-75.675003309999994,-0.174968170000000,218,,,AMAZONIA,620735075
E000000482,-78.525003310000002,-0.124968170000000,3181,,,SIERRA,670047453
E000000483,-78.325003310000000,-0.124968170000000,2481,,V,SIERRA,670049502
E000000484,-78.075003310000000,-0.124968170000000,3837,,V,SIERRA,670044382
E000000485,-76.875003309999997,-0.124968170000000,294,,,AMAZONIA,620506656
E000000486,-76.425003309999994,-0.124968170000000,241,,,AMAZONIA,620042945
E000000487,-76.375003309999997,-0.124968170000000,222,,,AMAZONIA,620519041
E000000488,-76.325003310000000,-0.124968170000000,236,,,AMAZONIA,620519041
E000000489,-76.275003310000002,-0.124968170000000,234,,,AMAZONIA,620702050
E000000490,-80.075003310000000,-0.074968170000000,88,,,COSTA,670083292
E000000491,-78.575003310000000,-0.074968170000000,2793,,V,SIERRA,670047451
E000000492,-78.425003309999994,-0.074968170000000,2715,,V,SIERRA,670045406
E000000493,-78.375003309999997,-0.074968170000000,2024,,,SIERRA,670081245
E000000494,-78.175003309999994,-0.074968170000000,3379,,V,SIERRA,670052572
E000000495,-78.125003309999997,-0.074968170000000,3424,,V,SIERRA,670075100
E000000496,-78.075003310000000,-0.074968170000000,3540,,,SIERRA,670048477
E000000497,-76.875003309999997,-0.074968170000000,294,,,AMAZONIA,620722685
E000000498,-76.675003309999994,-0.074968170000000,268,,,AMAZONIA,620853406
E000000499,-76.275003310000002,-0.074968170000000,264,,,AMAZONIA,620637374
E000000500,-79.975003310000005,-0.024968170000000,63,,,COSTA,670051546
E000000501,-77.425003309999994,-0.024968170000000,931,,,AMAZONIA,620546554
E000000502,-80.025003310000002,0.025031830000000,135,,,COSTA,670067926
E000000503,-79.675003309999994,0.025031830000000,227,,,COSTA,670043352
E000000504,-79.475003310000005,0.025031830000000,195,,,SIERRA,670063832
E000000505,-79.375003309999997,0.025031830000000,224,,V,SIERRA,670069976
E000000506,-79.125003309999997,0.025031830000000,533,,,SIERRA,670054615
E000000507,-78.775003310000002,0.025031830000000,1593,,,SIERRA,670050520
E000000508,-78.525003310000002,0.025031830000000,3082,,V,SIERRA,670050521
E000000509,-78.425003309999994,0.025031830000000,2211,,,SIERRA,670064857
E000000510,-78.225003310000005,0.025031830000000,2755,,V,SIERRA,670048472
E000000511,-77.875003309999997,0.025031830000000,3308,,,SIERRA,620736440
E000000512,-76.575003310000000,0.025031830000000,251,,,AMAZONIA,620569944
E000000513,-76.275003310000002,0.025031830000000,238,,,AMAZONIA,620026424
E000000514,-80.075003310000000,0.075031830000000,0,,,COSTA,670068950
E000000515,-78.975003310000005,0.075031830000000,794,,,SIERRA,670063825
E000000516,-78.675003309999994,0.075031830000000,1373,,V,SIERRA,670056663
E000000517,-78.625003309999997,0.075031830000000,1725,,,SIERRA,670054613
E000000518,-77.325003310000000,0.075031830000000,516,,,AMAZONIA,620806615
E000000519,-76.875003309999997,0.075031830000000,302,,V,AMAZONIA,620850647
E000000520,-79.925003309999994,0.125031830000000,177,,,COSTA,670052565
E000000521,-76.925003309999994,0.125031830000000,320,,,AMAZONIA,620638739
E000000522,-75.875003309999997,0.125031830000000,218,,,AMAZONIA,620962099
E000000523,-79.475003310000005,0.175031830000000,147,,,COSTA,670013650
E000000524,-79.325003310000000,0.175031830000000,129,,,COSTA,670084308
E000000525,-79.125003309999997,0.175031830000000,375,,,SIERRA,670044371
E000000526,-78.975003310000005,0.175031830000000,647,,,SIERRA,670046419
E000000527,-78.775003310000002,0.175031830000000,1393,,,SIERRA,670018771
E000000528,-78.575003310000000,0.175031830000000,1237,,,SIERRA,670064851
E000000529,-78.425003309999994,0.175031830000000,2256,,,SIERRA,670083282
E000000530,-77.875003309999997,0.175031830000000,3349,,,AMAZONIA,620612593
E000000531,-77.125003309999997,0.175031830000000,369,,,AMAZONIA,620838258
E000000532,-78.325003310000000,0.225031830000000,2784,,,SIERRA,670044368
E0000M0105,-78.250000000000000,0.243333333000000,2550,OTAVALO,,SIERRA,670062800
E000000534,-78.175003309999994,0.225031830000000,3118,,V,SIERRA,670045393
E000000535,-78.075003310000000,0.225031830000000,3053,,,SIERRA,670051537
E000000536,-77.975003310000005,0.225031830000000,3574,,,SIERRA,670047441
E0000M0001,-78.408000000000001,0.257500000000000,3140,INGUINCHO,,SIERRA,670043344
E000000538,-78.325003310000000,0.275031830000000,2733,,,SIERRA,670036174
E000000539,-78.275003310000002,0.275031830000000,2498,,,SIERRA,670064848
E000000540,-77.975003310000005,0.275031830000000,3384,,,SIERRA,670066896
E000000541,-76.275003310000002,0.275031830000000,301,,,AMAZONIA,620029162
E000000542,-78.575003310000000,0.325031830000000,1501,,,SIERRA,670065869
E000000543,-78.275003310000002,0.325031830000000,2615,,V,SIERRA,670047438
E000000544,-78.225003310000005,0.325031830000000,2388,,V,SIERRA,670059725
E000000545,-77.975003310000005,0.325031830000000,2966,,V,SIERRA,670079182
E000000546,-79.325003310000000,0.375031830000000,148,,,COSTA,670053579
E000000547,-79.125003309999997,0.375031830000000,236,,,COSTA,670018763
E000000548,-78.975003310000005,0.375031830000000,897,,,COSTA,670050508
E000000549,-78.775003310000002,0.375031830000000,2252,,,SIERRA,670044365
E000000550,-78.525003310000002,0.375031830000000,1817,,V,SIERRA,670079179
E000000551,-78.425003309999994,0.375031830000000,2409,,,SIERRA,670045386
E0000M0021,-78.227500000000006,0.353611111000000,2200,ATUNTAQUI,,SIERRA,670077132
E000000553,-78.175003309999994,0.375031830000000,2018,,,SIERRA,670084299
E000000554,-78.125003309999997,0.375031830000000,2247,,V,SIERRA,670076108
E000000555,-77.925003309999994,0.375031830000000,1799,,V,SIERRA,670082252
E000000556,-77.675003309999994,0.375031830000000,2114,,,AMAZONIA,620612582
E000000557,-76.225003310000005,0.375031830000000,229,,,AMAZONIA,620912550
E000000558,-76.175003309999994,0.375031830000000,227,,,AMAZONIA,620918054
E000000559,-78.525003310000002,0.425031830000000,2048,,,SIERRA,670055625
E000000560,-78.025003310000002,0.425031830000000,2448,,V,SIERRA,670058698
E000000561,-76.275003310000002,0.425031830000000,262,,,AMAZONIA,620929059
E000000562,-79.325003310000000,0.475031830000000,394,,,COSTA,670096584
E000000563,-78.425003309999994,0.475031830000000,3061,,,SIERRA,670059718
E000000564,-79.775003310000002,0.525031830000000,331,,,COSTA,670062788
E000000565,-78.575003310000000,0.525031830000000,1990,,,COSTA,670051526
E0000M0107,-78.211111110000004,0.518055556000000,2335,CAHUASQUI-FAO,,SIERRA,670055622
E000000567,-78.025003310000002,0.525031830000000,1844,,V,SIERRA,670061764
E000000568,-77.525003310000002,0.525031830000000,1835,,,AMAZONIA,620769438
E000000569,-79.025003310000002,0.575031830000000,419,,,COSTA,670076101
E000000570,-80.025003310000002,0.625031830000000,3,,V,COSTA,670090435
E000000571,-78.325003310000000,0.625031830000000,2095,,,SIERRA,670062787
E0000M0301,-78.135333329999995,0.607277778000000,1280,FF CC CARCHI,,SIERRA,670093507
E000000573,-78.075003310000000,0.625031830000000,2711,,,SIERRA,670048450
E0000M0102,-77.944900000000004,0.618900000000000,3000,EL ANGEL,,SIERRA,670074049
E000000575,-77.925003309999994,0.715031830000000,3960,,V,SIERRA,670044352
E0000M0103,-77.819444439999998,0.604166667000000,2860,SAN GABRIEL,,SIERRA,670057667
E000000577,-77.775003310000002,0.625031830000000,2758,,,SIERRA,670061762
E000000578,-79.375003309999997,0.675031830000000,159,,,COSTA,670084289
E000000579,-78.175003309999994,0.675031830000000,1887,,,SIERRA,670096577
E0000M0305,-77.720333330000003,0.656416667000000,2890,JULIO ANDRADE,,SIERRA,670060737
E000000582,-78.575003310000000,0.725031830000000,1424,,,COSTA,670057664
E000000583,-78.425003309999994,0.725031830000000,1189,,,SIERRA,670068928
E000000584,-78.225003310000005,0.725031830000000,1217,,,SIERRA,670069950
E000000585,-78.175003309999994,0.725031830000000,1633,,,SIERRA,670062783
E000000586,-78.075003310000000,0.725031830000000,3683,,,SIERRA,670034110
E000000587,-80.025003310000002,0.775031830000000,264,,,COSTA,670005438
E000000588,-79.675003309999994,0.775031830000000,328,,V,COSTA,670071997
E000000589,-79.075003310000000,0.775031830000000,76,,,COSTA,670080189
E000000590,-78.975003310000005,0.825031830000000,23,,,COSTA,670093499
E0000M0444,-78.683055560000000,0.798333333000000,100,TEAONE-TABIAZO,,COSTA,670067898
E000000593,-77.725003310000005,0.825031830000000,2911,,V,SIERRA,670077115
