Clave,Longitud,Latitud,Altura,Nombre,Virtual,Region,comid
E000000594,-79.625003309999997,0.875031830000000,9,,V,COSTA,670084281
E000000595,-79.725003310000005,0.925031830000000,101,,,COSTA,670073016
E000000596,-79.675003309999994,0.925031830000000,3,,,COSTA,670073016
E000000597,-79.375003309999997,0.925031830000000,257,,,COSTA,670071992
E000000598,-78.575003310000000,0.925031830000000,567,,,COSTA,670051511
E000000599,-78.425003309999994,0.925031830000000,1054,,,SIERRA,670052535
E000000600,-78.225003310000005,0.925031830000000,2195,,,SIERRA,670052536
E000000603,-79.625003309999997,0.975031830000000,12,,V,COSTA,670069942
E000000604,-78.575003310000000,1.075031830000000,341,,,COSTA,670045360
E000000605,-78.425003309999994,1.075031830000000,537,,,SIERRA,670017714
E000000607,-79.025003310000002,1.175031830000000,33,,,COSTA,670047406
E000000609,-78.725003310000005,1.275031830000000,81,,,COSTA,670049449
E0000M0041,-77.958611110000007,-1.690833333000000,880,SANGAY(P.SANTA ANA),,AMAZONIA,620648468
E0000M0101,-77.611666670000005,0.684166667000000,2955,EL CARMELO,,AMAZONIA,620518998
E0000M0165,-80.446777780000005,-0.926722222000000,20,ROCAFUERTE,,AMAZONIA,670088444
E0000M0308,-77.855472219999996,0.800305556000000,3418,TUFI�O,,AMAZONIA,670044347
E0000M0409,-78.882499999999993,-1.827777778000000,3109,PANGOR-J.DE VELASCO(H.TEPEYAC),,AMAZONIA,670042395
E0000M0414,-78.773611110000004,-2.675000000000000,3270,CHANIN,,AMAZONIA,620574217
E0000M0417,-79.172222219999995,-2.774444444000000,3270,PISCICOLA CHIRIMICHAY,,AMAZONIA,620732462
E0000M0418,-79.012777779999993,-3.082777778000000,2720,CUMBE,,AMAZONIA,620762748
E0000M0420,-79.066666670000004,-3.339166667000000,2750,NABON INAMHI,,AMAZONIA,670022996
E0000M0422,-79.257222220000003,-2.804166667000000,1310,HDA.STA.LUCIA-CAMINO RIRCAY,,AMAZONIA,670018880
E0000M0497,-78.221955559999998,-2.622213889000000,653,LOGRO�O,,AMAZONIA,620721446
E0000M0543,-79.348611109999993,-4.138888889000001,2420,CAJANUMA,,AMAZONIA,670060914
E0000M0006,-79.461666670000000,-1.100000000000000,120,PICHILINGUE,,COSTA,670081281
E0000M0031,-78.945200000000000,-2.552200000000000,3083,CA�AR,,SIERRA,670041398
E0000M0037,-79.600277779999999,-2.118055556000000,23,MILAGRO(INGENIO VALDEZ),,COSTA,670074152
E0000M0171,-80.401166669999995,-1.592833333000000,156,CAMPOSANO #2,,COSTA,670056724
E0000H0011,-78.450417000000002,0.875417000000000,,MIRA EN LITA,,SIERRA,670078137
E0000H0013,-78.255874000000006,0.762482000000000,,BLANCO AJ MIRA,,SIERRA,670065853
E0000H0015,-78.075339000000000,0.476689000000000,,CHOTA EN PTE.CARRETERA,,SIERRA,670104776
E0000H0016,-77.940804000000000,0.439196000000000,,APAQUI AJ CHOTA,,SIERRA,670095560
E0000H0017,-77.849086000000000,0.497577000000000,,APAQUI D GRUTA LA PAZ #3,,SIERRA,670078151
E0000H0018,-77.855417000000003,0.492083000000000,,YAIL AJ APAQUI,,SIERRA,670080199
E0000H0022,-77.826378000000005,0.575570000000000,,SAN GABRIEL EN PTE.CARRETERA,,SIERRA,670057667
E0000H0023,-78.214583000000005,0.372917000000000,,AMBI DJ CARIYACU,,SIERRA,670083275
E0000H0024,-78.300832000000000,0.250832000000000,,BLANCO EN PTE.CARRETERA,,SIERRA,670044368
E0000H0026,-78.209575000000001,0.201636000000000,,ITAMBI EN L.S.PABLO,,SIERRA,670050514
E0000H0045,-77.783199999999994,0.536800000000000,,APAQUI DJ MINAS,,SIERRA,670082245
E0000H0064,-77.950417000000002,0.626861000000000,,EL ANGEL EN PTE.AYORA,,SIERRA,670074049
E0000H0091,-77.846110999999993,0.804167000000000,,GRANDE AJ JATIVA,,SIERRA,670060732
E0000H0093,-77.749013000000005,0.813750000000000,,BOBO EN PLTA.ELEC.TULCAN,,SIERRA,670076091
E0000H0136,-78.680417000000006,0.150418000000000,,ALAMBI EN CHURUPAMBA,,SIERRA,670072020
E0000H0138,-79.280403000000007,-0.087924000000000,,BLANCO D.J. TOACHI(PTE.UNICOOP),,COSTA,670086365
E0000H0139,-78.904787999999996,0.007088000000000,,BLANCO EN LOS BANCOS,,SIERRA,670093529
E0000H0141,-78.023332999999994,0.149722000000000,,CANAL TABACUNDO,,SIERRA,670051540
E0000H0143,-78.172916999999998,0.014166000000000,,GRANOBLES AJ GUACHALA,,SIERRA,670057688
E0000H0144,-78.158283999999995,0.009601000000000,,GUACHALA AJ GRANOBLES,,SIERRA,670072025
E0000H0145,-78.429573000000005,0.092975000000000,,GUAYLLABAMBA DJ CUBI,,SIERRA,670062807
E0000H0146,-78.743751000000003,0.235415000000000,,GUAYLLABAMBA DJ ALAMBI,,SIERRA,670074065
E0000H0147,-78.999583000000001,0.220417000000000,,GUAYLLABAMBA DJ PACHIJAL,,SIERRA,670082257
E0000H0148,-78.406250000000000,0.013261000000000,,GUAYLLABAMBA DJ PISQUE,,SIERRA,670098649
E0000H0149,-78.640416999999999,0.180417000000000,,GUAYLLABAMBA EN PTE.CHACAPATA,,SIERRA,670066899
E0000H0150,-78.621661000000003,0.220005000000000,,INTAG DJ PAMPLONA,,SIERRA,670081232
E0000H0153,-79.031693000000004,-0.372640000000000,,LELIA DJ CRISTAL,,COSTA,670075111
E0000H0155,-78.835417000000007,-0.362917000000000,,PILATON DJ SACALZON(EN LA TOMA),,SIERRA,670086374
E0000H0156,-78.932917000000003,-0.312917000000000,,PILATON AJ TOACHI,,SIERRA,670102757
E0000H0158,-78.426249999999996,-0.571085000000000,,PITA AJ SALTO,,SIERRA,670077166
E0000H0159,-78.549582999999998,-0.460417000000000,,SAN PEDRO EN MACHACHI,,SIERRA,670089450
E0000H0160,-78.895274999999998,-0.393892000000000,,SARAPULLO AJ TOACHI,,SIERRA,670083304
E0000H0161,-78.953749999999999,-0.318166000000000,,TOACHI AJ PILATON,,COSTA,670107877
E0000H0163,-78.910708000000000,-0.364041000000000,,TOACHI DJ SARAPULLO,,SIERRA,670096615
E0000H0166,-78.951250000000002,-0.440417000000000,,TOACHI EN LAS PAMPAS,,SIERRA,670108905
E0000H0167,-79.138750000000002,-0.240417000000000,,TOACHI EN S.D.DE LOS COLORADOS,,COSTA,670107876
E0000H0168,-79.423214000000002,0.531547000000000,,ESMERALDAS DJ SADE,,COSTA,670087366
E0000H0170,-79.400139999999993,0.442360000000000,,GUAYLLABAMBA AJ BLANCO,,COSTA,670067913
E0000H0172,-79.703128000000007,0.843128000000000,,TEAONE DJ TABIAZO,,COSTA,670070970
E0000H0173,-79.705416999999997,0.858750000000000,,TEAONE AJ ESMERALDAS,,COSTA,670071994
E0000H0177,-79.477082999999993,0.329177000000000,,QUININDE EN QUININDE,,COSTA,670088398
E0000H0188,-78.854583000000005,-0.348750000000000,,PILATON D.J. CHITOA (EN LA ESPERIE),,COSTA,670087398
E0000H0206,-80.258739809999994,-0.214583299000000,,JAMA EN JAMA,,COSTA,670086369
E0000H0216,-79.603741999999997,-0.022083000000000,,BUA AJ QUININDE,,COSTA,670057690
E0000H0229,-80.161368999999993,-0.845298000000000,,CARRIZAL EN CALCETA,,COSTA,670084344
E0000H0230,-80.043750000000003,-0.664134000000000,,GARRAPATA AJ CHONE,,COSTA,670067951
E0000H0232,-80.025417000000004,-0.667917000000000,,MOSQUITO AJ GRANDE,,COSTA,670062833
E0000H0233,-80.182083000000006,-0.904583000000000,,JUNIN DJ EST.PALMAR,,COSTA,670079226
E0000H0235,-80.094465999999997,-0.694701000000000,,CHONE EN CHONE,,COSTA,670081266
E0000H0266,-80.225403000000000,-1.111272000000000,,PORTOVIEJO EN H.VASQUEZ (GUARUMO),,COSTA,670045442
E0000H0267,-80.365106999999995,-1.209060000000000,,PORTOVIEJO EN STA.ANA,,COSTA,670065925
E0000H0272,-80.422916999999998,-0.973750000000000,,CHICO AJ PORTOVIEJO,,COSTA,670071037
E0000H0273,-80.387083000000004,-1.180417000000000,,LODANA EN PTE.CARRETERA,,COSTA,670047493
E0000H0326,-79.386242999999993,-0.669583000000000,,BABA DJ TOACHI-DCP,,COSTA,670084337
E0000H0327,-79.325277999999997,-0.245556000000000,,CAJONES EN KM.18 1/2,,COSTA,670079204
E0000H0329,-79.068749999999994,-0.887917000000000,,PILALO EN LA ESPERANZA,,SIERRA,670068985
E0000H0330,-79.134583000000006,-2.221250000000000,,CHANCHAN EN KM.90+180,,SIERRA,670066987
E0000H0331,-79.005416999999994,-1.666635000000000,,CHIMBO EN SAN LORENZO,,SIERRA,670070038
E0000H0332,-79.005416999999994,-1.667083000000000,,CANAL CHIMBO EN SAN LORENZO,,SIERRA,670070038
E0000H0333,-78.999566000000002,-1.688750000000000,,SAN LORENZO EN SAN LORENZO,,SIERRA,670044439
E0000H0334,-79.070419000000001,-1.856873000000000,,DE CHIMA AJ LAS PESQ.(SICOTO AJ),,SIERRA,670061853
E0000H0335,-79.076615000000004,-1.869948000000000,,LAS PESQUERIAS AJ DE CHIMA,,SIERRA,670061853
E0000H0337,-79.001975000000002,-1.932814000000000,,PANGOR AJ CHIMBO,,SIERRA,670045471
E0000H0338,-79.008639000000002,-1.938068000000000,,CHIMBO DJ PANGOR,,SIERRA,670058784
E0000H0340,-79.138070999999997,-2.202919000000000,,CHIMBO EN BUCAY,,SIERRA,670084394
E0000H0343,-79.281250000000000,-1.428750000000000,,ECHEANDIA EN ECHEANDIA,,SIERRA,670054670
E0000H0344,-79.309583000000003,-1.209583000000000,,UMBE EN QUINSALOMA,,SIERRA,670071045
E0000H0345,-79.448750000000004,-1.571250000000000,,ZAPOTAL EN CATARAMA(CATARAMA EN),,COSTA,670041362
E0000H0346,-79.429167000000007,-1.398333000000000,,ZAPOTAL EN LECHUGAL,,COSTA,670064908
E0000H0347,-79.457070999999999,-1.007915000000000,,QUEVEDO EN QUEVEDO,,COSTA,670075133
E0000H0348,-79.750000000000000,-1.547083000000000,,VINCES EN VINCES-DCP,,COSTA,670061841
E0000H0351,-79.817082999999997,-1.048750000000000,,DAULE EN PICHINCHA,,COSTA,670066943
E0000H0352,-79.616249999999994,-1.066250000000000,,MACUL EN PTE.CARRETERA,,COSTA,670058752
E0000H0359,-80.377082999999999,-1.610417000000000,,PAJAN EN AGUA FRIA,,COSTA,670058772
E0000H0363,-79.912918000000005,-1.359974000000000,,DAULE EN BALZAR,,COSTA,670057738
E0000H0365,-79.994968999999998,-1.699584000000000,,DAULE EN LA CAPILLA,,COSTA,670074133
E0000H0371,-79.437293999999994,-1.830205000000000,,SAN PABLO EN PALMAR,,COSTA,670045468
E0000H0375,-78.960417000000007,-2.274583000000000,,CHANCHAN DJ HUATAXI,,SIERRA,670085421
E0000H0385,-79.061665000000005,-2.302923000000000,,ANGAS AJ CHANCHAN,,SIERRA,670072110
E0000H0390,-79.667083000000005,-2.135417000000000,,CHIMBO AJ MILAGRO INAMHI,,COSTA,670076200
E0000H0394,-79.393767999999994,-1.706250000000000,,EMBARCADERO EN H.CLEM(POT-STA.ROSA),,COSTA,670058773
E0000H0402,-79.695417000000006,-1.038750000000000,,CONGO EN PTE.CARRETERA,,COSTA,670060799
E0000H0414,-79.361249999999998,-0.676250000000000,,TOACHI AJ BABA,,COSTA,670109939
E0000H0447,-79.501249999999999,-2.292917000000000,,BULUBULU AJ PAYO,,COSTA,670078255
E0000H0448,-79.504166999999995,-2.281667000000000,,PAYO AJ BULUBULU,,COSTA,670060846
E0000H0466,-78.881666999999993,-2.539167000000000,,SILANTE EN INGAPIRCA,,SIERRA,670045494
E0000H0467,-78.872916000000004,-2.582084000000000,,VENDELECHE EN HDA.LA CURIA,,SIERRA,670039352
E0000H0468,-78.843498999999994,-2.583749000000000,,SAN PEDRO EN INGAPIRCA,,SIERRA,670046520
E0000H0471,-79.154410999999996,-2.482744000000000,,CANAR DJ RAURA,,SIERRA,670052660
E0000H0472,-79.556664999999995,-2.547498000000000,,CANAR EN PTO.INCA,,COSTA,670061878
E0000H0503,-79.787000000000006,-2.990416000000000,,TENGUEL EN TENGUEL,,COSTA,670021960
E0000H0504,-79.752544999999998,-3.076740000000000,,SIETE EN PTE.CARRETERA,,SIERRA,670015818
E0000H0505,-79.758505000000000,-3.087370000000000,,PAGUA EN PTE.CARRETERA,,COSTA,670017870
E0000H0507,-79.766841999999997,-3.106923000000000,,BONITO EN PTE.CARRETERA(AJ PAGUA),,COSTA,670020939
E0000H0508,-79.797083000000001,-3.203750000000000,,CHAGUANA EN PTE.CARRETERA,,COSTA,670034255
E0000H0526,-79.211995000000002,-3.617917000000000,,PAQUISHAPA EN PTE.CARRETERA,,SIERRA,670051678
E0000H0527,-79.158828999999997,-3.418841000000000,,LEON EN PTE.CARRETERA,,SIERRA,670049623
E0000H0528,-79.232917000000000,-3.267083000000000,,JUBONES DJ MINAS,,SIERRA,670026065
E0000H0529,-79.511240000000001,-3.310405000000000,,JUBONES DJ S.FRANCISCO,,COSTA,670027091
E0000H0530,-79.605416000000005,-3.323750000000000,,JUBONES EN USHCURRUMI,,COSTA,670031187
E0000H0531,-79.717083000000002,-3.327083000000000,,CASACAY AJ JUBONES,,COSTA,670032213
E0000H0547,-79.512083000000004,-3.308750000000000,,RIRCAY EN P.ALTO SALTANA,,SIERRA,670028115
E0000H0571,-79.807917000000003,-3.397741000000000,,RASPA EN ASERRIO(BUENA VISTA),,COSTA,670037334
E0000H0572,-79.878750010000005,-3.502083326000000,,Caluguro ABT Canal de Riego,,COSTA,670042458
E0000H0573,-79.946667000000005,-3.556667000000000,,SANTA ROSA EN EL VADO,,COSTA,670033245
E0000H0574,-80.048568000000003,-3.565514000000000,,ARENILLAS EN ARENILLAS,,COSTA,670035292
E0000H0586,-79.645416670000003,-3.677916659000000,,Calera AJ Amarillo,,COSTA,670042463
E0000H0587,-79.635503000000000,-3.763750000000000,,PINDO A.J. AMARILLO,,COSTA,670054755
E0000H0588,-79.612331999999995,-3.712331000000000,,AMARILLO EN PORTOVELO,,COSTA,670036321
E0000H0589,-79.929569000000001,-3.826255000000000,,PUYANGO AJ MARCABELI,,COSTA,670046566
E0000H0590,-79.934579999999997,-3.811254000000000,,MARCABELI AJ PUYANGO,,COSTA,670043493
E0000H0591,-80.079826999999995,-3.882917000000000,,PUYANGO EN CPTO.MILITAR (PTE.CARRETERA),,COSTA,670052712
E0000H0592,-79.740832999999995,-3.688333000000000,,MOROMORO EN MOROMORO,,COSTA,670035296
E0000H0616,-80.196250000000006,-4.258750000000000,,ALAMOR EN SAUCILLO(DJ CELICA),,SIERRA,670074229
E0000H0620,-79.861250010000006,-4.156666667000000,,Catamayo en Pte. Santa Rosa,,SIERRA,670071154
E0000H0621,-79.433684000000000,-4.581285000000000,,JORUPE EN AMALUZA,,SIERRA,670068097
E0000H0622,-79.253397870000001,-4.217564522000000,,Malacatus en Malacatus,,SIERRA,670056820
E0000H0625,-80.009333999999996,-4.032916000000000,,ALAMOR EN PTE.MERCADILLO,,SIERRA,670047597
E0000H0626,-79.963527999999997,-4.392305000000001,,MACARA EN PTE. INTERNACIONAL,,SIERRA,670082427
E0000H0628,-79.412076999999996,-4.007083000000000,,CATAMAYO DJ GUAYABAL,,SIERRA,670046572
E0000H0682,-77.390450160000000,0.027777778000000,,Due AJ Aguarico,,AMAZONIA,620874042
E0000H0712,-77.912277140000000,0.081250006000000,,AZUELA AJ SAN PEDRO,,AMAZONIA,620695157
E0000H0714,-77.578666999999996,-0.101167000000000,,COCA EN SAN RAFAEL,,AMAZONIA,620846528
E0000H0715,-77.747917000000001,-0.285000000000000,,QUIJOS AJ BOMBON,,AMAZONIA,620908457
E0000H0718,-77.885416000000006,-0.456251000000000,,QUIJOS EN BAEZA,,AMAZONIA,620876818
E0000H0719,-77.770325999999997,-0.306160000000000,,QUIJOS DJ OYACACHI,,AMAZONIA,620886442
E0000H0720,-77.798749999999998,-0.846250000000000,,MISAHUALLI EN COTUNDO,,AMAZONIA,620682819
E0000H0721,-77.918864999999997,-1.087917000000000,,JATUNYACU DJ ILOCULIN,,AMAZONIA,620958036
E0000H0722,-78.283325000000005,-0.694175000000000,,YANAHURCO DJ VALLE,,AMAZONIA,620706207
E0000H0723,-77.818750010000002,-0.437916661000000,,BORJA AJ QUIJOS,,AMAZONIA,620714450
E0000H0726,-77.632083339999994,-0.152083327000000,,Coca AJ Malo,,AMAZONIA,620882307
E0000H0729,-77.810416669999995,-0.325416660000000,,OYACACHI AJ QUIJOS,,AMAZONIA,620875435
E0000H0731,-77.858750000000001,-0.469583000000000,,COSANGA AJ QUIJOS,,AMAZONIA,620872692
E0000H0733,-77.829166000000001,-0.407083000000000,,QUIJOS AJ BORJA,,AMAZONIA,620875441
E0000H0735,-77.683750009999997,-0.197083327000000,,COCA EN CODO SINCLAIR,,AMAZONIA,620922213
E0000H0764,-78.826110999999997,-1.246389000000000,,CALAMACA DJ Q.HUARCUSACHA,,SIERRA,620633306
E0000H0772,-78.631250010000002,-0.870142768000000,,PUMACUNCHI EN H.PATOCOCHA,,SIERRA,620898855
E0000H0773,-78.624583340000001,-0.902083327000000,,ALAQUEZ AJ CUTUCHI(COL.S.RODR),,SIERRA,620733734
E0000H0774,-78.617916670000000,-0.936249994000000,,CUTUCHI EN LATACUNGA,,SIERRA,620900236
E0000H0775,-78.631250010000002,-0.896839789000000,,PUMACUNCHI EN LATACUNGA,,SIERRA,620874089
E0000H0776,-78.619801370000005,-0.929801355000000,,CUNUYACU EN LATACUNGA,,SIERRA,620830059
E0000H0781,-78.298749999999998,-1.400416000000000,,VERDE AJ PASTAZA,,SIERRA,620821826
E0000H0783,-78.599999999999994,-2.251111000000000,,OZOGOCHE EN LOS LAGOS,,SIERRA,620691154
E0000H0785,-78.750675189999995,-1.651508516000000,,CHIBUNGA EN CALPI,,SIERRA,620828722
E0000H0786,-78.634221999999994,-1.877917000000000,,GUAMOTE AJ CEBADAS,,SIERRA,620920929
E0000H0787,-78.511764999999997,-1.877083000000000,,ALAO EN HDA.ALAO,,SIERRA,620750302
E0000H0788,-78.474722000000000,-1.512222000000000,,PUELA AJ CHAMBO,,SIERRA,620814956
E0000H0789,-78.606250000000003,-1.869583000000000,,GUARGUALLA AJ CEBADAS,,SIERRA,620842494
E0000H0790,-78.640416999999999,-1.896250000000000,,CEBADAS AJ GUAMOTE,,SIERRA,620945696
E0000H0791,-78.714584000000002,-1.572522000000000,,BALSACON EN SAN ANDRES,,SIERRA,620770925
E0000H0792,-78.602917000000005,-1.064583000000000,,CUTUCHI AJ YANAYACU,,SIERRA,620889235
E0000H0793,-78.691953999999996,-1.064454000000000,,NAGSICHE PLTA.ELEC.CUSUBAMBA,,SIERRA,620711731
E0000H0795,-78.690917069999998,-0.777916660000000,,NEGRO AJ PUMACUNCHI,,SIERRA,620627778
E0000H0796,-78.458750010000003,-1.083749993000000,,YANAYACU EN PTE.PUCARA,,SIERRA,620831442
E0000H0797,-78.464444000000000,-0.810278000000000,,PANSACHI EN HDA.BAYOS,,SIERRA,620806661
E0000H0798,-78.177916999999994,-1.427917000000000,,PASTAZA AJ ENCANTO,,SIERRA,621030981
E0000H0800,-78.424582999999998,-1.393750000000000,,PASTAZA EN BANOS,,SIERRA,620960804
E0000H0801,-78.662646910000007,-1.261249993000000,,AMBATO EN AMBATO,,SIERRA,620915389
E0000H0817,-78.536184000000006,-1.234651000000000,,PATATE DJ AMBATO,,SIERRA,620974556
E0000H0839,-78.402752379999995,-1.368585696000000,,MUYO  AJ PASTAZA,,SIERRA,620864482
E0000H0854,-78.607083000000003,-0.743750000000000,,CUTUCHI EN CASPI,,SIERRA,620871330
E0000H0857,-78.602082999999993,-0.982917000000000,,ILLUCHI AJ CUTUCHI (CVA AMBATO),,SIERRA,620618156
E0000H0860,-78.741250010000002,-1.282916660000000,,AMBATO EN MARCOPAMBA,,SIERRA,620882366
E0000H0863,-78.607170240000002,-0.860503558000000,,ALAQUEZ EN PUENTE (LAIGUA),,SIERRA,620733734
E0000H0881,-78.496036000000004,-3.415206000000000,,BOMBOIZA AJ ZAMORA,,AMAZONIA,620887985
E0000H0883,-78.176250010000004,-2.465416660000000,,TUTANANGOSA EN SUCUA,,AMAZONIA,620909949
E0000H0884,-78.480243999999999,-3.413089000000000,,ZAMORA AJ BOMBOIZA,,AMAZONIA,620960913
E0000H0885,-78.680417000000006,-3.919594000000000,,NANGARITZA AJ ZAMORA,,AMAZONIA,621035243
E0000H0886,-79.008747000000000,-4.037917000000000,,SABANILLA AJ ZAMORA,,AMAZONIA,620805458
E0000H0887,-78.849480999999997,-3.915418000000000,,YACUAMBI AJ ZAMORA,,AMAZONIA,620992586
E0000H0888,-79.027917000000002,-3.955417000000000,,ZAMORA DJ S.FRANCISCO,,AMAZONIA,620919661
E0000H0889,-78.951250000000002,-4.063750000000000,,ZAMORA DJ SABANILLA (EN ZAMORA),,AMAZONIA,620948563
E0000H0890,-78.641249999999999,-3.764583000000000,,ZAMORA D.J. NANGARITZA,,AMAZONIA,621004963
E0000H0892,-78.646249999999995,-2.573750000000000,,MAZAR AJ PAUTE,,SIERRA,620786115
E0000H0893,-79.011705190000001,-2.914128138000000,,YANUNCAY AJ TARQUI,,SIERRA,620878326
E0000H0894,-78.739625000000004,-2.761291000000000,,PAUTE EN PAUTE(DJ GUALACEO),,SIERRA,620996654
E0000H0895,-78.967884999999995,-2.896224000000000,,TOMEBAMBA EN MONAY,,SIERRA,620870069
E0000H0896,-79.068663999999998,-2.878003000000000,,MATADERO EN SAYAUSI,,SIERRA,620799891
E0000H0899,-78.771249999999995,-2.895417000000000,,SAN FRANCISCO EN GUALACEO,,SIERRA,620744853
E0000H0900,-78.624578999999997,-2.689604000000000,,PAUTE AJ DUDAS,,SIERRA,621004906
E0000H0901,-79.012083340000004,-2.760306332000000,,CANAL SAYMIRIN,,SIERRA,620904461
E0000H0902,-78.670417000000000,-2.628750000000000,,DUDAS EN PINDILIG,,SIERRA,620714565
E0000H0905,-79.003750010000005,-2.736424581000000,,MACHANGARA AJ CHULCO,,SIERRA,620746217
E0000H0906,-78.602916669999999,-2.478749993000000,,JUVAL AJ PAUTE,,SIERRA,620883806
E0000H0907,-78.270416999999995,-2.762083000000000,,NAMANGOZA DJ UPANO,,AMAZONIA,621032429
E0000H0908,-78.196250000000006,-2.636250000000000,,UPANO DJ. TUTAMANGOZA,,AMAZONIA,620993894
E0000H0909,-78.281250009999994,-2.754583326000000,,PAUTE AJ UPANO,,AMAZONIA,621013164
E0000H0912,-78.885963000000004,-3.730417000000000,,YACUAMBI EN LA PAZ,,AMAZONIA,620956801
E0000H0913,-78.538750010000001,-2.489583326000000,,PALMIRA AJ PAUTE,,SIERRA,620751710
E0000H0917,-78.617083339999994,-2.644444444000000,,PAUTE DJ LLAVIRCAY,,SIERRA,621026920
E0000H0918,-78.484583340000000,-2.572083327000000,,PAUTE AJ CARDENILLO,,SIERRA,620973251
E0000H0927,-78.533750010000006,-3.537083326000000,,CHUCHUMBLETZA AJ ZAMORA,,AMAZONIA,620016984
E0000H0929,-78.644124000000005,-2.737538000000000,,COLLAY AJ PAUTE,,SIERRA,620914092
E0000H0931,-78.771249999999995,-2.867917000000000,,GUALACEO AJ PAUTE,,SIERRA,620920979
E0000H0932,-78.874917999999994,-2.821590000000000,,BURGAY AJ DELEG,,SIERRA,620805392
E0000H0942,-79.046493999999996,-2.950661000000000,,TARQUI DJ SHUCAY,,SIERRA,620969144
E0000H0947,-78.548607630000006,-0.831107617000000,,ALAQUEZ DJ BARRANCAS TOLUGCHE,,SIERRA,620733734
E0000H0954,-78.607916669999994,-0.755416660000000,,CUTUCHI EN LASSO(DSF.ILESA),,SIERRA,620871330
E0000H0961,-78.602549679999996,-0.739216340000000,,CUTUCHI CA S.A.DE CALLO,,SIERRA,620553473
E0000H0966,-79.087083000000007,-4.873750000000000,,MAYO AJ QDA.ZUMBAYACU,,AMAZONIA,620996765
E0000H1081,-80.479581999999994,-1.027083000000000,,PORTOVIEJO EN PICOAZA,,COSTA,670062847
E0000H1098,-79.272082999999995,-4.293750000000000,,PISCOBAMBA EN MOYOCOCHA,,SIERRA,670065015
E0000H1101,-78.936250000000001,0.164583000000000,,PACHIJAL A.J. GUAYLLABAMBA,,SIERRA,670063829
E0000H1102,-79.254582999999997,0.120417000000000,,CAONI A.J. BLANCO,,SIERRA,670065877
E0000H1118,-79.597178000000000,0.082917000000000,,QUININDE EN MATAMBA,,COSTA,670084310
E0000H1119,-79.214173000000002,-3.251250000000000,,RIRCAY D.J. GIRAN,,SIERRA,670026065
E0000H1120,-79.807083000000006,-3.399583000000000,,RASPA EN ASERRIO,,COSTA,670037334
E0000H1125,-77.802778000000004,0.732778000000000,,CHALPATAN,,SIERRA,670056638
E0000H1133,-76.809003000000004,0.042336000000000,,AGUARICO EN NUEVA LOJA (LA GABARRA),,AMAZONIA,620956598
E0000H1134,-77.007082999999994,-0.342083000000000,,COCA EN SAN SEBASTIAN,,AMAZONIA,620948357
E0000H1135,-76.979088000000004,-0.473256000000000,,NAPO EN FRANCISCO DE ORELLANA,,AMAZONIA,620930483
E0000H1136,-75.397282000000004,-0.918551000000000,,NAPO EN NUEVO ROCAFUERTE,,AMAZONIA,621037832
E0000H1139,-78.901561000000001,1.072083000000000,,SANTIAGO EN PTE. CARRETERA,,COSTA,670088370
E0000H1140,-78.984583000000001,1.057577000000000,,CAYAPAS EN PTE. CARRETERA,,COSTA,670085298
E0000H1142,-80.105416000000005,-4.269275000000001,,CATAMAYO EN PTE. VICIN,,SIERRA,670073206
E0000H1143,-78.760853999999995,-1.279583000000000,,AMBATO EN MANZANAHUAICO,,SIERRA,620880990
E0000H1146,-79.190881000000005,-3.862083000000000,,ZAMORA EN PUENTE JIMBILLA,,SIERRA,620871496
E0000H1149,-78.012855999999999,-3.052917000000000,,SANTIAGO EN BATALLON SANTIAGO,,AMAZONIA,621046205
E0000H5007,-80.189999999999998,-3.625833000000000,,ZARUMILLA EN CARCABON,,COSTA,670049631
E0000H0506,-79.780265000000000,-3.084735000000000,,PAGUA AJ BONITO(AJ SIETE),,COSTA,670020939
E0000H0165,-78.987499999999997,-0.318333000000000,,TOACHI AJ ALLURIQUIN,,COSTA,670108901
E0000H0826,-78.507499999999993,-1.455833000000000,,CHAMBO EN HAD.CAHUAJI,,SIERRA,621055752
E0000H0152,-77.993078999999994,0.154452000000000,,LA CHIMBA EN OLMEDO,,SIERRA,670062802
