Clave,Longitud,Latitud,Altura,Nombre,Estacion,DEPARTAMEN,PROVINCIA,MUNICIPIO,comid
EV00000067,-66.460431,-9.983401,0, ,V,Pando,Federico Rom�n,Santos Mercado,620992911
EV00000068,-66.915507,-10.419515,0, ,V,Pando,Abun�,Ingavi,620189350
EV00000069,-66.839661,-11.708898,0, ,V,Pando,Madre de Dios,San Lorenzo,620966861
EV00000070,-66.005354,-11.708898,0, ,V,Beni,Vaca Diez,Riberalta,620902187
EV00000071,-66.744853,-11.86059,0, ,V,Beni,Vaca Diez,Riberalta,621015027
EV00000072,-66.725892,-12.61905,0, ,V,Beni,General Jos� Ballivi�n,Reyes,620675196
EV00000073,-67.275775,-13.661932,0, ,V,Beni,General Jos� Ballivi�n,Reyes,620511506
EV00000074,-67.275775,-12.960357,0, ,V,La Paz,Abel Iturralde,Ixiamas,620550000
EV00000075,-68.09112,-15.785621,0, ,V,La Paz,Larecaja,Guanay,620431812
EV00000076,-67.768774,-15.159891,0, ,V,La Paz,Franz Tamayo,Apolo,620397376
EV00000077,-69.09608,-14.704815,0, ,V,La Paz,Franz Tamayo,Pelechuco,620386346
EV00000078,-68.394504,-14.856507,0, ,V,La Paz,Franz Tamayo,Apolo,620349201
EV00000079,-68.242812,-14.287662,0, ,V,La Paz,Franz Tamayo,Apolo,620664278
EV00000080,-68.811657,-13.680894,0, ,V,La Paz,Abel Iturralde,Ixiamas,620748184
EV00000081,-67.939428,-13.680894,0, ,V,La Paz,Abel Iturralde,Ixiamas,620631217
EV00000082,-68.394504,-13.168933,0, ,V,La Paz,Abel Iturralde,Ixiamas,620548634
EV00000083,-67.901505,-12.638011,0, ,V,La Paz,Abel Iturralde,Ixiamas,620888477
EV00000084,-67.218891,-12.145012,0, ,V,Pando,Madre de Dios,Sena,620562335
EV00000085,-68.489311,-12.581127,0, ,V,La Paz,Abel Iturralde,Ixiamas,620691706
EV00000086,-67.939428,-12.012282,0, ,V,La Paz,Abel Iturralde,Ixiamas,620523804
EV00000087,-68.641003,-12.107089,0, ,V,Pando,Manuripi,Filadelfia,620544449
EV00000088,-68.982311,-11.557206,0, ,V,Pando,Manuripi,Filadelfia,620130243
EV00000089,-69.399464,-11.026283,0, ,V,Pando,Nicol�s Su�rez,Bolpebra,620915911
EV00000090,-68.280735,-11.538244,0, ,V,Pando,Manuripi,Filadelfia,620148131
EV00000091,-67.522275,-11.595129,0, ,V,Pando,Madre de Dios,Sena,620742565
EV00000092,-67.427467,-11.140052,0, ,V,Pando,Manuripi,Puerto Rico,620774190
EV00000093,-68.034235,-11.026283,0, ,V,Pando,Nicol�s Su�rez,Bella Flor,620643465
EV00000094,-67.427467,-10.628092,0, ,V,Pando,Abun�,Santa Rosa,621014960
EV00000095,-68.185927,-20.924188,0, ,V,Potos�,Nor Lipez,San Pedro de Quemes,660174002
EV00000097,-66.70693,-20.582881,0, ,V,Potos�,Antonio Quijarro,Uyuni,660159917
EV00000099,-67.977351,-19.995075,0, ,V,Potos�,Daniel Campos,Tahua,660118372
EV00000100,-67.029276,-19.672729,0, ,V,Potos�,Antonio Quijarro,Uyuni,660168348
EV00000101,-68.546196,-20.31742,0, ,V,Potos�,Daniel Campos,Llica,660045865
EV00000102,-68.413465,-19.634806,0, ,V,Potos�,Daniel Campos,Llica,660190174
EV00000103,-67.105122,-18.572962,0, ,V,Oruro,Poop�,Paz�a,660151433
EV00000104,-68.129043,-18.781538,0, ,V,Oruro,Litoral,Escara,660070478
EV00000105,-69.077118,-17.700733,0, ,V,La Paz,Pacajes,Chara�a,660089469
EV00000106,-67.256814,-22.554878,0, ,V,Potos�,Sur Lipez,San Pablo,660107854
EV00000108,-58.090018,-19.911536,0, ,V,Santa Cruz,Germ�n Busch,Puerto Suarez,640313648
EV00000109,-58.971894,-19.000904,0, ,V,Santa Cruz,Germ�n Busch,Puerto Suarez,640304386
EV00000110,-59.222451,-18.550948,0, ,V,Santa Cruz,Chiquitos,Robor�,640211050
EV00000111,-58.044951,-18.370989,0, ,V,Santa Cruz,Germ�n Busch,Puerto Suarez,640270941
EV00000112,-57.504647,-18.221445,0, ,V,Santa Cruz,Germ�n Busch,Puerto Quijarro,640378071
EV00000113,-58.740206,-17.906333,0, ,V,Santa Cruz,Angel Sandoval,San Mat�as,640306632
EV00000114,-58.406415,-17.087306,0, ,V,Santa Cruz,Angel Sandoval,San Mat�as,640276633
EV00000115,-59.880164,-16.279727,0, ,V,Santa Cruz,Velasco,San Ignacio,620224062
EV00000116,-60.208787,-17.930641,0, ,V,Santa Cruz,Chiquitos,San Jos�,620119575
EV00000117,-60.459731,-17.31299,0, ,V,Santa Cruz,Chiquitos,San Jos�,620199350
EV00000118,-59.722443,-17.018318,0, ,V,Santa Cruz,Velasco,San Rafael,640209817
EV00000119,-61.044873,-17.364342,0, ,V,Santa Cruz,Chiquitos,San Jos�,620159448
EV00000120,-61.863116,-18.781489,0, ,V,Santa Cruz,Cordillera,Charagua,620107238
EV00000121,-61.167123,-19.417995,0, ,V,Santa Cruz,Cordillera,Charagua,640044056
EV00000122,-60.441388,-19.316868,0, ,V,Santa Cruz,Cordillera,Charagua,640251413
EV00000123,-60.488977,-18.805284,0, ,V,Santa Cruz,Cordillera,Charagua,640212217
EV00000124,-62.307232,-20.202969,0, ,V,Santa Cruz,Cordillera,Charagua,640303297
EV00000125,-63.062265,-20.332241,0, ,V,Santa Cruz,Cordillera,Boyuibe,640436937
EV00000126,-62.458189,-19.208293,0, ,V,Santa Cruz,Cordillera,Charagua,620053595
EV00000127,-63.057813,-19.365337,0, ,V,Santa Cruz,Cordillera,Charagua,620056354
EV00000128,-63.51229,-19.426013,0, ,V,Santa Cruz,Cordillera,Guti�rrez,620043975
EV00000129,-63.806735,-19.232982,0, ,V,Chuquisaca,Luis Calvo,Villa Vaca Guzm�n,620045343
EV00000130,-61.655533,-18.168951,0, ,V,Santa Cruz,Chiquitos,Pail�n,620123715
EV00000131,-62.911175,-18.283245,0, ,V,Santa Cruz,Cordillera,Cabezas,620134731
EV00000132,-62.862832,-18.95461,0, ,V,Santa Cruz,Cordillera,Charagua,620126509
EV00000133,-61.862515,-16.75111,0, ,V,Santa Cruz,�uflo De Ch�vez,San Antonio de Lomerio,620331416
EV00000134,-61.493365,-16.392953,0, ,V,Santa Cruz,Velasco,San Miguel,620302500
EV00000135,-61.588011,-15.874564,0, ,V,Santa Cruz,�uflo De Ch�vez,Concepci�n,620413930
EV00000136,-60.461812,-16.374548,0, ,V,Santa Cruz,Velasco,San Ignacio,620257092
EV00000137,-60.589279,-15.354354,0, ,V,Santa Cruz,Velasco,San Ignacio,620354734
EV00000138,-61.035825,-14.994342,0, ,V,Santa Cruz,Velasco,San Ignacio,620617531
EV00000139,-60.828717,-14.307582,0, ,V,Santa Cruz,Velasco,San Ignacio,620576210
EV00000140,-60.443571,-13.975647,0, ,V,Santa Cruz,Velasco,San Ignacio,620772963
EV00000141,-61.733739,-13.882967,0, ,V,Santa Cruz,Velasco,San Ignacio,620679390
EV00000142,-62.085899,-13.481314,0, ,V,Beni,It�nez,Baures,620606442
EV00000143,-62.304045,-13.79206,0, ,V,Beni,It�nez,Baures,620483996
EV00000144,-63.260429,-13.373512,0, ,V,Beni,It�nez,Magdalena,620580292
EV00000145,-62.722047,-13.9171,0, ,V,Beni,It�nez,Baures,620807365
EV00000146,-64.431243,-14.583424,0, ,V,Beni,Cercado,San Javier,620452387
EV00000147,-64.257691,-15.069875,0, ,V,Beni,Marb�n,San Andr�s,620317565
EV00000148,-63.501023,-15.497583,0, ,V,Santa Cruz,Guarayos,Ascenci�n de Guarayos,620339607
EV00000149,-64.985187,-16.522779,0, ,V,Cochabamba,Chapare,Villa Tunari,620263980
EV00000150,-65.035155,-16.004978,0, ,V,Cochabamba,Chapare,Villa Tunari,620274959
EV00000151,-65.236212,-17.315987,0, ,V,Cochabamba,Tiraque,Tiraque,620266775
EV00000152,-64.853078,-18.299162,0, ,V,Cochabamba,Campero,Aiquile,620115468
EV00000153,-66.557208,-19.538742,0, ,V,Potos�,Campero,Uyuni,660159900
EV00000154,-66.666663,-18.876063,0, ,V,Oruro,Abaroa,Challapata,660133840
EV00000155,-67.869711,-22.82482,0, ,V,Potos�,Sur Lipez,San Pablo,660193042
EV00000156,-66.772055,-22.340718,0, ,V,Potos�,Sur Lipez,San Antonio de Esmoruco,640494645
EV00000157,-66.356578,-22.127927,0, ,V,Potos�,Sur Lipez,San Antonio de Esmoruco,640548776
EV00000159,-68.075876,-21.602835,0, ,V,Potos�,Nor Lipez,San Pedro de Quemes,660169790
EV00000160,-68.074964,-20.440468,0, ,V,Potos�,Daniel Campos,Tahua,660162027
EV00000162,-68.062377,-19.323284,0, ,V,Oruro,Sabaya,Coipasa,660119767
EV00000163,-68.488895,-19.098425,0, ,V,Oruro,Sabaya,Sabaya,660159187
EV00000164,-68.244406,-18.290003,0, ,V,Oruro,Sabaya,Turco,660132424
EV00000165,-66.45981,-19.187654,0, ,V,Oruro,Sebasti�n Pagador,Santiago de Huari,640297485
EV00000166,-66.637794,-17.948598,0, ,V,Cochabamba,Bolivar,Bolivar,620140215
EV00000167,-66.976677,-17.461665,0, ,V,La Paz,Inquisivi,Colquiri,620159452
EV00000168,-66.870473,-17.221974,0, ,V,Cochabamba,Ayopaya,Ayopaya,620177328
EV00000169,-68.889347,-16.684572,0, ,V,La Paz,Ingavi,Jes�s de Machaka,660085228
EV00000170,-67.664618,-16.846971,0, ,V,La Paz,Loayza,Cairoma,620009443
EV00000171,-68.496537,-15.656943,0, ,V,La Paz,Larecaja,Sorata,620006623
EV00000172,-68.24349,-15.328656,0, ,V,La Paz,Larecaja,Mapiri,620456559
EV00000173,-67.903837,-14.653113,0, ,V,La Paz,Franz Tamayo,Apolo,620076744
EV00000174,-68.781525,-14.267878,0, ,V,La Paz,Franz Tamayo,Apolo,620635380
EV00000175,-67.199659,-14.812299,0, ,V,Beni,General Jos� Ballivi�n,Puerto Menor de Rurrenabaque,620493681
EV00000176,-66.048,-16.318021,0, ,V,Beni,Moxos,San Ignacio,620038305
EV00000177,-67.17477,-16.088737,0, ,V,La Paz,Sud Yungas,La Asunta,620401558
EV00000178,-66.719293,-15.468467,0, ,V,Beni,General Jos� Ballivi�n,San Borja,620334100
EV00000179,-65.433393,-15.682321,0, ,V,Beni,Moxos,San Ignacio,620492355
EV00000180,-65.71407,-15.4762,0, ,V,Beni,Moxos,San Ignacio,620423539
EV00000181,-65.257214,-15.269187,0, ,V,Beni,Moxos,San Ignacio,620451052
EV00000182,-65.380946,-14.472067,0, ,V,Beni,Moxos,San Ignacio,620634013
EV00000182,-65.380946,-14.472067,0, ,V,Beni,Moxos,San Ignacio,620635389
EV00000183,-64.905053,-13.689225,0, ,V,Beni,Mamor�,San Ram�n,620518389
EV00000184,-64.240262,-12.705258,0, ,V,Beni,It�nez,Magdalena,620602272
EV00000185,-63.849911,-12.478733,0, ,V,Beni,It�nez,Magdalena,620790773
EV00000186,-65.760499,-12.855928,0, ,V,Beni,Yacuma,Exaltaci�n,620792170
EV00000187,-66.481687,-13.063858,0, ,V,Beni,Yacuma,Exaltaci�n,620490836
EV00000188,-66.211023,-13.84908,0, ,V,Beni,Yacuma,Santa Ana,620750942
EV00000189,-66.808773,-14.296954,0, ,V,Beni,General Jos� Ballivi�n,Santa Rosa,620627123
EV00000190,-67.776143,-13.148329,0, ,V,La Paz,Abel Iturralde,Ixiamas,620547255
EV00000191,-66.780271,-10.9586,0, ,V,Pando,Abun�,Ingavi,620576035
EV00000192,-66.485694,-11.40808,0, ,V,Pando,Madre de Dios,Puerto Gonzalo Moreno,620691643
EV00000193,-65.920239,-9.819933,0, ,V,Pando,Federico Rom�n,Santos Mercado,620585607
EV00000194,-65.420552,-9.689261,0, ,V,Pando,Federico Rom�n,Nueva Esperanza,620968127
EV00000195,-65.693694,-10.717257,0, ,V,Beni,Vaca Diez,Guayaramer�n,620903511
EV00000196,-65.281512,-10.902022,0, ,V,Beni,Vaca Diez,Guayaramer�n,620816833
EV00000197,-65.098591,-11.718138,0, ,V,Beni,Vaca Diez,Guayaramer�n,621082443
EV00000198,-61.563882,-14.947588,0, ,V,Santa Cruz,�uflo De Ch�vez,Concepci�n,620446904
EV00000199,-62.551983,-14.926466,0, ,V,Santa Cruz,�uflo De Ch�vez,Concepci�n,620401494
EV00000200,-62.666019,-15.749105,0, ,V,Santa Cruz,Guarayos,Urubicha,620254308
EV00000201,-62.273408,-15.606338,0, ,V,Santa Cruz,�uflo De Ch�vez,Concepci�n,620284570
EV00000203,-64.185984,-22.181463,0, ,V,Tarija,Arce,Padcaya,640430125
EV00000204,-62.648792,-22.232175,0, ,V,Tarija,Gran Chaco,Villa Montes,640632874
EV00000205,-62.472117,-21.698417,0, ,V,Tarija,Gran Chaco,Villa Montes,640403604
EV00000206,-62.266691,-20.997626,0, ,V,Tarija,Gran Chaco,Villa Montes,640394351
EV00000207,-62.983593,-21.026854,0, ,V,Tarija,Gran Chaco,Villa Montes,640433518
EV00000208,-66.107373,-20.43177,0, ,V,Potos�,Antonio Quijarro,Tomave,640382797
EV00000209,-61.895925,-19.955996,0, ,V,Santa Cruz,Cordillera,Charagua,640325176
EV00000210,-61.072314,-18.259757,0, ,V,Santa Cruz,Chiquitos,San Jos�,620195275
EV00000211,-60.554068,-18.333521,0, ,V,Santa Cruz,Chiquitos,San Jos�,620126480
EV00000212,-62.139056,-18.281589,0, ,V,Santa Cruz,Cordillera,Charagua,620182888
EV00000213,-63.49669,-18.12294,0, ,V,Santa Cruz,Andr�s Ib��ez,El Torno,620123712
EV00000214,-59.383196,-19.314535,0, ,V,Santa Cruz,Cordillera,Charagua,640277908
EV00000215,-58.400211,-18.871628,0, ,V,Santa Cruz,Germ�n Busch,El Carmen Rivero T�rrez,640320506
EV00000216,-57.865294,-17.882426,0, ,V,Santa Cruz,Angel Sandoval,San Mat�as,640229448
EV00000217,-57.843403,-17.492242,0, ,V,Santa Cruz,Angel Sandoval,San Mat�as,640337713
EV00000218,-60.705115,-16.834324,0, ,V,Santa Cruz,Velasco,San Rafael,620342427
EV00000219,-61.729027,-17.20903,0, ,V,Santa Cruz,�uflo De Ch�vez,Cuatro Ca�adas,620087889
EV00000220,-60.796885,-15.943692,0, ,V,Santa Cruz,Velasco,San Ignacio,620284588
EV00000221,-61.963371,-14.544212,0, ,V,Santa Cruz,�uflo De Ch�vez,Concepci�n,620679427
EV00000222,-61.54984,-15.430284,0, ,V,Santa Cruz,�uflo De Ch�vez,Concepci�n,620155218
EV00000223,-60.403119,-14.400309,0, ,V,Santa Cruz,Velasco,San Ignacio,620748220
EV00000224,-65.727802,-14.166071,0, ,V,Beni,Yacuma,Santa Ana,620792239
EV00000225,-68.845023,-13.06653,0, ,V,La Paz,Abel Iturralde,Ixiamas,620611926
EV00000226,-65.976404,-10.286487,0, ,V,Pando,Federico Rom�n,Santos Mercado,620596640
EV00000227,-62.81855,-12.965839,0, ,V,Beni,It�nez,Baures,620980688
EV00000228,-68.361588,-13.750439,0, ,V,La Paz,Abel Iturralde,Ixiamas,620734424
EV00000229,-66.309275,-12.031595,0, ,V,Beni,General Jos� Ballivi�n,Santa Rosa,620917342
EV00000230,-65.714083,-12.082605,0, ,V,Beni,Yacuma,Exaltaci�n,620189438
EV00000231,-59.901153,-19.286889,0, ,V,Santa Cruz,Cordillera,Charagua,640289425
EV00000232,-65.983472,-14.756237,0, ,V,Beni,Yacuma,Santa Ana,620559727
EV00000233,-67.437982,-12.560495,0, ,V,La Paz,Abel Iturralde,Ixiamas,620843064
EV00000234,-65.4692,-13.329061,0, ,V,Beni,Yacuma,Exaltaci�n,620907778
EV00000235,-60.907258,-19.015784,0, ,V,Santa Cruz,Cordillera,Charagua,640300935
EV00000236,-59.253794,-16.295656,0, ,V,Santa Cruz,Angel Sandoval,San Mat�as,640131443
EV00000237,-58.323853,-16.269601,0, ,V,Santa Cruz,Angel Sandoval,San Mat�as,640020850
EV00000238,-58.924314,-19.438581,0, ,V,Santa Cruz,Germ�n Busch,Puerto Suarez,640252571
EV00000239,-66.99969,-13.306748,0, ,V,Beni,General Jos� Ballivi�n,Reyes,620603680
EV00000240,-64.448807,-20.828606,0, ,V,Chuquisaca,Sur Cinti,Culpina,640405859
EV00000241,-62.2716,-20.563296,0, ,V,Chuquisaca,Luis Calvo,Macharet�,640319444
EV00000242,-63.507284,-20.447461,0, ,V,Santa Cruz,Cordillera,Cuevo,640380496
EV00000243,-63.140371,-19.839152,0, ,V,Santa Cruz,Cordillera,Charagua,620024733
EV00000244,-62.288048,-19.66212,0, ,V,Santa Cruz,Cordillera,Charagua,640374694
EV00000245,-61.53138,-19.116748,0, ,V,Santa Cruz,Cordillera,Charagua,640246794
EV00000246,-60.093709,-18.759828,0, ,V,Santa Cruz,Cordillera,Charagua,640342389
EV00000246,-60.093709,-18.759828,0, ,V,Santa Cruz,Cordillera,Charagua,640341237
EV00000247,-58.452833,-19.659265,0, ,V,Santa Cruz,Germ�n Busch,Puerto Suarez,640438052
EV00000248,-58.006446,-19.462245,0, ,V,Santa Cruz,Germ�n Busch,Puerto Suarez,640458777
EV00000249,-59.015123,-18.20548,0, ,V,Santa Cruz,Germ�n Busch,El Carmen Rivero T�rrez,640348119
EV00000250,-58.349477,-18.12288,0, ,V,Santa Cruz,Germ�n Busch,El Carmen Rivero T�rrez,640235217
EV00000251,-57.710168,-18.584645,0, ,V,Santa Cruz,Germ�n Busch,Puerto Quijarro,640245611
EV00000252,-59.735602,-17.917206,0, ,V,Santa Cruz,Chiquitos,Robor�,640331976
EV00000253,-61.175494,-17.895097,0, ,V,Santa Cruz,Chiquitos,San Jos�,620153972
EV00000254,-62.532798,-18.174505,0, ,V,Santa Cruz,Cordillera,Charagua,620142980
EV00000255,-62.765985,-17.735732,0, ,V,Santa Cruz,Andr�s Ib��ez,Cotoca,620258541
EV00000256,-62.548026,-17.495883,0, ,V,Santa Cruz,Chiquitos,Pail�n,620237890
EV00000257,-61.948402,-17.643409,0, ,V,Santa Cruz,Chiquitos,Pail�n,620218633
EV00000258,-58.61232,-17.43921,0, ,V,Santa Cruz,Angel Sandoval,San Mat�as,640209840
EV00000259,-59.39897,-17.272172,0, ,V,Santa Cruz,Angel Sandoval,San Mat�as,640269735
EV00000260,-58.750805,-16.861001,0, ,V,Santa Cruz,Angel Sandoval,San Mat�as,640174096
EV00000261,-59.749036,-16.633762,0, ,V,Santa Cruz,Velasco,San Rafael,640255878
EV00000262,-60.295872,-15.538841,0, ,V,Santa Cruz,Velasco,San Ignacio,620418038
EV00000262,-60.295872,-15.538841,0, ,V,Santa Cruz,Velasco,San Ignacio,620379508
EV00000263,-63.116366,-16.756679,0, ,V,Santa Cruz,�uflo De Ch�vez,San Juli�n,620247480
EV00000264,-64.151293,-16.345181,0, ,V,Santa Cruz,Ichilo,San Juan,620357539
EV00000265,-63.982827,-16.643566,0, ,V,Santa Cruz,Sara,Santa Rosa,620202063
EV00000266,-65.434298,-16.678544,0, ,V,Cochabamba,Chapare,Villa Tunari,620287383
EV00000267,-65.962682,-16.701672,0, ,V,Cochabamba,Chapare,Villa Tunari,620195189
EV00000268,-64.175944,-16.051365,0, ,V,Santa Cruz,Guarayos,El Puente,620080948
EV00000269,-64.44863,-15.590226,0, ,V,Beni,Marb�n,San Andr�s,620307962
EV00000270,-63.307917,-15.047709,0, ,V,Santa Cruz,Guarayos,Urubicha,620407006
EV00000271,-61.916123,-15.705439,0, ,V,Santa Cruz,�uflo De Ch�vez,Concepci�n,620262560
EV00000272,-60.75217,-13.709389,0, ,V,Santa Cruz,Velasco,San Ignacio,620633975
EV00000273,-61.63257,-13.548775,0, ,V,Beni,It�nez,Baures,620244559
EV00000274,-62.370441,-13.156581,0, ,V,Beni,It�nez,Baures,620766041
EV00000275,-63.779677,-12.929104,0, ,V,Beni,It�nez,Magdalena,620574764
EV00000276,-63.661893,-13.205122,0, ,V,Beni,It�nez,Magdalena,620562395
EV00000277,-63.94148,-13.986774,0, ,V,Beni,It�nez,Huacaraje,620957349
EV00000278,-63.534592,-14.31514,0, ,V,Beni,Guarayos,Ascenci�n de Guarayos,620863802
EV00000279,-62.804098,-14.412698,0, ,V,Beni,Guarayos,Urubicha,620470267
EV00000280,-63.599809,-14.65229,0, ,V,Beni,Guarayos,Ascenci�n de Guarayos,620511561
EV00000281,-64.328757,-14.220953,0, ,V,Beni,Cercado,San Javier,620760595
EV00000282,-65.211597,-14.112212,0, ,V,Beni,Yacuma,Santa Ana,620583085
EV00000282,-65.211597,-14.112212,0, ,V,Beni,Yacuma,Santa Ana,620770219
EV00000283,-65.816188,-13.692594,0, ,V,Beni,Yacuma,Santa Ana,620811479
EV00000284,-66.964516,-13.880958,0, ,V,Beni,General Jos� Ballivi�n,Santa Rosa,620672512
EV00000285,-67.832918,-14.111899,0, ,V,La Paz,Abel Iturralde,San Buenaventura,620100111
EV00000286,-68.686788,-14.63199,0, ,V,La Paz,Franz Tamayo,Apolo,620551464
EV00000287,-69.335488,-14.983771,0, ,V,La Paz,Franz Tamayo,Pelechuco,660080975
EV00000288,-68.661268,-13.383227,0, ,V,La Paz,Abel Iturralde,Ixiamas,620900902
EV00000289,-68.147304,-12.883837,0, ,V,La Paz,Abel Iturralde,Ixiamas,620514219
EV00000290,-67.879615,-10.6638,0, ,V,Pando,Nicol�s Su�rez,Bella Flor,620995698
EV00000291,-66.804693,-10.074884,0, ,V,Pando,Abun�,Ingavi,620675058
EV00000292,-66.434687,-10.964802,0, ,V,Pando,Manuripi,San Pedro,620950307
EV00000293,-67.04145,-11.311014,0, ,V,Pando,Manuripi,Puerto Rico,620578806
EV00000294,-67.858795,-11.421658,0, ,V,Pando,Manuripi,Puerto Rico,620687516
EV00000295,-68.398932,-11.145641,0, ,V,Pando,Nicol�s Su�rez,Bella Flor,620160492
EV00000296,-68.597617,-11.734558,0, ,V,Pando,Manuripi,Filadelfia,620611852
EV00000297,-68.260329,-12.159291,0, ,V,Pando,Manuripi,Filadelfia,620545825
EV00000298,-67.596459,-12.139661,0, ,V,La Paz,Abel Iturralde,Ixiamas,620598114
EV00000299,-69.263272,-15.492916,0, ,V,La Paz,Camacho,Puerto Acosta,660080983
EV00000300,-67.76778,-16.172847,0, ,V,La Paz,Nor Yungas,Coroico,620339643
EV00000301,-68.692201,-16.958069,0, ,V,La Paz,Pacajes,Caquiaviri,660040880
EV00000302,-69.222226,-16.881332,0, ,V,La Paz,Ingavi,La (Marka) San Andr�s de Machaca,660101423
EV00000303,-68.140761,-17.502371,0, ,V,La Paz,Gualberto Villarroel,Chacarilla,660083833
EV00000304,-68.738957,-17.816936,0, ,V,La Paz,Pacajes,Calacoto,660137343
EV00000305,-69.113247,-18.164218,0, ,V,Oruro,Sajama,Curahuara de Carangas,660026117
EV00000306,-68.541541,-20.738954,0, ,V,Potos�,Nor Lipez,San Pedro de Quemes,660065584
EV00000307,-67.612124,-22.494758,0, ,V,Potos�,Sur Lipez,San Pablo,660084621
EV00000308,-67.441659,-22.861956,0, ,V,Potos�,Sur Lipez,San Pablo,660183187
EV00000309,-67.289731,-22.155931,0, ,V,Potos�,Sur Lipez,San Pablo,660181767
EV00000310,-66.217486,-21.757832,0, ,V,Potos�,Sur Lipez,Tupiza,640487698
EV00000313,-66.903187,-20.110472,0, ,V,Potos�,Antonio Quijarro,Uyuni,660121893
EV00000314,-64.528271,-22.376742,0, ,V,Tarija,Arce,Padcaya,640382902
EV00000315,-67.191562,-18.971976,0, ,V,Oruro,Sur Carangas,Andamarca,660102866
EV00000316,-65.786919,-18.609631,0, ,V,Potos�,Chayanta,Colquechaca,620115484
EV00000317,-63.754859,-18.796181,0, ,V,Santa Cruz,Vallegrande,Postrervalle,620173283
EV00000318,-62.181321,-18.945849,0, ,V,Santa Cruz,Cordillera,Charagua,620130639
EV00000319,-60.787909,-19.457909,0, ,V,Santa Cruz,Cordillera,Charagua,640265242
EV00000319,-60.787909,-19.457909,0, ,V,Santa Cruz,Cordillera,Charagua,640266394
EV00000320,-60.087396,-17.211698,0, ,V,Santa Cruz,Chiquitos,San Jos�,620199346
EV00000321,-61.203411,-16.059087,0, ,V,Santa Cruz,Velasco,San Ignacio,620372660
EV00000322,-61.08991,-14.627175,0, ,V,Santa Cruz,Velasco,San Ignacio,620171687
EV00000323,-61.177831,-14.066574,0, ,V,Santa Cruz,Velasco,San Ignacio,620767465
EV00000324,-62.894018,-14.899386,0, ,V,Santa Cruz,Guarayos,Urubicha,620406996
EV00000325,-62.272383,-16.71075,0, ,V,Santa Cruz,�uflo De Ch�vez,Concepci�n,620214454
EV00000326,-65.041481,-13.302172,0, ,V,Beni,Mamor�,San Joaqu�n,620768801
EV00000327,-64.726203,-12.653769,0, ,V,Beni,Mamor�,San Joaqu�n,620690333
EV00000328,-65.499527,-12.534796,0, ,V,Beni,Yacuma,Exaltaci�n,620571989
EV00000329,-66.193616,-12.820331,0, ,V,Beni,Yacuma,Exaltaci�n,620521094
EV00000330,-69.103756,-11.240215,0, ,V,Pando,Nicol�s Su�rez,Bolpebra,620500371
EV00000331,-65.852699,-11.311836,0, ,V,Beni,Vaca Diez,Riberalta,620782454
EV00000332,-66.719648,-12.244839,0, ,V,Beni,General Jos� Ballivi�n,Reyes,620768744
EV00000333,-66.913177,-12.934676,0, ,V,Beni,General Jos� Ballivi�n,Reyes,620580265
EV00000334,-67.435568,-13.334019,0, ,V,La Paz,Abel Iturralde,Ixiamas,620800449
EV00000335,-66.437622,-14.620356,0, ,V,Beni,Yacuma,Santa Ana,620512933
EV00000336,-65.267641,-14.85509,0, ,V,Beni,Moxos,San Ignacio,620456531
EV00000337,-66.992354,-15.749767,0, ,V,La Paz,Sud Yungas,Palos Blancos,620453829
EV00000338,-66.856724,-16.477882,0, ,V,La Paz,Inquisivi,Inquisivi,620207562
EV00000339,-65.781208,-15.95916,0, ,V,Beni,Moxos,San Ignacio,620313486
EV00000340,-64.075967,-17.591192,0, ,V,Santa Cruz,Ichilo,Yapacan�,620134692
EV00000341,-65.574647,-18.153062,0, ,V,Cochabamba,Mizque,Mizque,620149858
EV00000342,-67.796469,-15.520397,0, ,V,La Paz,Larecaja,Teoponte,620306584
EV00000343,-63.987546,-15.345626,0, ,V,Beni,Marb�n,San Andr�s,620396014
EV00000344,-67.126452,-10.829488,0, ,V,Pando,Abun�,Santa Rosa,620695741
EV00000345,-67.222781,-11.796065,0, ,V,Pando,Madre de Dios,Sena,620687535
EV00000346,-66.419713,-12.462314,0, ,V,Beni,General Jos� Ballivi�n,Santa Rosa,620482546
EV00000347,-64.317781,-13.58039,0, ,V,Beni,It�nez,Huacaraje,620785329
EV00000348,-62.996025,-13.656684,0, ,V,Beni,It�nez,Baures,620599569
